Date,Open,High,Low,Close,VWAP
2015-06-15,209.97,210.85,209.19,210.53,210.244148
2015-06-16,210.32,211.75,210.13,211.7,211.111313
2015-06-17,212.01,212.721,210.7701,211.99,211.861415
2015-06-18,212.71,214.76,212.56,214.12,214.05921
2015-06-19,213.97,214.0199,212.8,212.8,213.321956
2015-06-22,214.4,215.07,214.12,128.74,214.532716
2015-06-23,214.63,214.91,214.05,214.47,214.492891
2015-06-24,212.97,213.45,211.75,211.78,212.483357
2015-06-25,212.42,212.53,211.058,211.11,211.775995
2015-06-26,211.58,211.84,210.45,211.17,211.202439
2015-06-29,209.31,210.082,206.59,206.73,208.132304
2015-06-30,208.5,208.5145,206.55,207.22,207.808433
2015-07-01,209.08,209.32,207.86,208.84,208.572445
2015-07-02,209.34,209.57,208.1,208.59,208.695828
2015-07-06,207.02,208.94,206.815,208.04,207.746044
2015-07-07,208.24,209.46,205.37,209.32,207.680385
2015-07-08,207.7,208.05,205.52,205.79,206.544229
2015-07-09,208.36,208.63,206.08,206.16,207.189969
2015-07-10,208.6,209.2499,207.77,208.79,208.620291
2015-07-13,210.28,211.2,210.25,211.09,210.762329
2015-07-14,210.98,212.34,210.96,211.97,211.791892
2015-07-15,212.04,212.58,211.36,211.89,212.029496
2015-07-16,213.19,213.61,212.9,213.55,213.280671
2015-07-17,213.6,213.85,213.12,213.78,213.456194
2015-07-20,214.03,214.46,213.54,213.87,213.968021
2015-07-21,213.69,214.0009,212.69,213.03,213.216535
2015-07-22,212.2,213.05,212.18,212.62,212.567974
2015-07-23,212.83,212.91,211.04,211.47,211.893078
2015-07-24,211.56,211.64,208.86,209.25,210.067
2015-07-27,208.18,208.8,207.51,207.99,208.06026
2015-07-28,209.06,210.76,208.07,210.58,209.413604
2015-07-29,210.77,212.31,210.574,211.99,211.606128
2015-07-30,211.43,212.29,210.7,212.06,211.672802
2015-07-31,212.74,212.74,211.44,211.76,211.981385
2015-08-03,211.7,211.8,209.93,211.04,210.789299
2015-08-04,211.0,211.5,210.07,210.62,210.737444
2015-08-05,211.74,212.58,211.0,211.39,211.694754
2015-08-06,211.52,211.69,208.9,209.69,209.754869
2015-08-07,209.43,209.57,208.1377,209.18,208.816923
2015-08-10,210.56,211.93,210.56,211.83,211.480194
2015-08-11,210.23,210.7103,209.02,209.92,209.754313
2015-08-12,208.35,210.39,206.63,210.12,208.390177
2015-08-13,210.0,210.806,209.28,209.91,210.171122
2015-08-14,209.7,210.76,209.52,210.63,210.217316
2015-08-17,209.94,211.87,209.4,211.87,211.076053
2015-08-18,211.56,211.94,210.9675,211.27,211.369161
2015-08-19,210.38,211.28,208.6,209.57,209.682111
2015-08-20,207.79,208.39,205.12,205.12,206.698605
2015-08-21,203.0,204.12,198.69,198.79,201.399998
2015-08-24,188.51,196.96,147.21,190.52,191.151908
2015-08-25,196.51,196.94,188.04,188.04,193.455022
2015-08-26,193.24,195.88,189.47,195.84,192.452934
2015-08-27,198.25,200.56,196.34,200.49,198.744454
2015-08-28,199.66,200.99,199.09,200.36,200.000968
2015-08-31,199.35,200.29,198.18,198.7,199.146635
2015-09-01,194.28,195.88,191.83,192.73,194.013286
2015-09-02,195.78,196.59,193.535,196.54,194.8316
2015-09-03,197.4,199.21,196.08,196.71,197.314444
2015-09-04,194.01,194.95,192.71,193.66,193.81501
2015-09-08,197.06,198.75,196.31,198.585,197.293135
2015-09-09,200.44,200.63,195.46,195.91,198.156609
2015-09-10,195.69,198.37,195.38,196.96,196.880065
2015-09-11,196.44,197.95,195.66,197.92,196.77797
2015-09-14,198.06,198.15,196.56,197.15,197.081174
2015-09-15,197.83,200.15,197.23,199.62,199.115118
2015-09-16,199.92,201.59,199.6,201.41,200.767467
2015-09-17,201.15,204.05,200.49,200.9,201.848618
2015-09-18,198.0,199.7499,197.15,197.55,198.215676
2015-09-21,198.62,199.87,197.4,198.59,198.502945
2015-09-22,195.98,196.6399,194.74,196.09,195.608961
2015-09-23,196.26,196.83,195.08,195.76,195.833002
2015-09-24,194.32,195.59,192.69,195.06,194.140287
2015-09-25,195.8,196.09,192.88,193.85,194.668236
2015-09-28,192.85,192.9525,188.71,189.01,190.293346
2015-09-29,189.3,190.77,187.97,189.04,189.225313
2015-09-30,191.49,192.88,190.49,192.71,191.982593
2015-10-01,193.14,193.53,190.88,193.24,192.315938
2015-10-02,190.8,196.07,190.19,196.07,193.17517
2015-10-05,197.54,199.84,197.43,199.62,198.884412
2015-10-06,199.42,200.08,198.09,198.87,199.028304
2015-10-07,200.05,200.93,198.59,200.51,199.80629
2015-10-08,199.98,202.67,199.7,202.35,201.053164
2015-10-09,202.63,203.03,201.725,202.5,202.339969
2015-10-12,202.55,202.87,202.04,202.68,202.545492
2015-10-13,201.76,203.28,201.18,201.37,202.264902
2015-10-14,201.32,202.0,200.07,200.36,200.771364
2015-10-15,201.27,203.47,200.76,203.43,202.182499
2015-10-16,203.95,204.41,203.05,204.33,203.820253
2015-10-19,203.66,204.51,203.28,204.49,203.979875
2015-10-20,204.05,204.98,203.7,204.19,204.269851
2015-10-21,204.8,205.02,202.78,203.0,203.828223
2015-10-22,204.15,206.65,203.96,206.34,205.738795
2015-10-23,208.47,209.11,207.47,208.66,208.375702
2015-10-26,208.49,208.525,207.75,208.18,208.185745
2015-10-27,207.33,208.17,206.95,207.78,207.483992
2015-10-28,208.19,210.14,207.39,210.11,208.884361
2015-10-29,209.54,210.44,209.39,210.0,209.97786
2015-10-30,210.26,210.61,208.93,209.05,209.832603
2015-11-02,209.52,211.81,209.37,211.6,210.821053
2015-11-03,211.14,212.87,210.91,212.13,212.108951
2015-11-04,212.51,212.69,210.94,211.58,211.659786
2015-11-05,211.65,212.2,210.28,211.32,211.197665
2015-11-06,210.93,211.51,209.66,211.24,210.647052
2015-11-09,210.48,210.62,208.13,209.21,209.015744
2015-11-10,208.69,209.78,208.36,209.72,209.103209
2015-11-11,210.08,210.11,208.84,208.91,209.379875
2015-11-12,207.65,208.22,205.97,205.97,207.073349
2015-11-13,205.46,205.82,203.57,203.67,204.517952
2015-11-16,203.41,206.82,203.31,206.82,205.058854
2015-11-17,207.14,208.2,206.04,206.55,207.193985
2015-11-18,207.2,210.09,207.17,209.87,208.613083
2015-11-19,209.79,210.24,209.4,209.67,209.815003
2015-11-20,210.66,211.32,210.06,210.62,210.744592
2015-11-23,210.48,211.17,209.71,210.22,210.545473
2015-11-24,208.96,211.01,208.61,210.52,210.116701
2015-11-25,210.73,210.93,210.246,210.53,210.667005
2015-11-27,210.6,210.99,210.06,210.71,210.630603
2015-11-30,211.0,211.08,209.75,209.87,210.16322
2015-12-01,210.64,212.03,210.31,211.93,211.146746
2015-12-02,211.84,212.2,209.41,209.74,210.807672
2015-12-03,210.03,210.34,205.91,206.76,207.887737
2015-12-04,207.25,211.17,207.09,210.8,209.615476
2015-12-07,210.4,210.4499,208.37,209.5,209.144863
2015-12-08,207.67,209.2,206.94,208.13,208.005916
2015-12-09,207.38,209.85,205.36,206.49,207.274206
2015-12-10,206.61,208.58,206.3,207.01,207.408089
2015-12-11,204.59,205.26,202.63,202.89,203.756754
2015-12-14,203.22,204.18,201.1,204.18,202.845512
2015-12-15,205.87,207.25,205.68,206.19,206.478775
2015-12-16,207.62,209.5799,205.92,209.17,207.653008
